id,url,titulo,created_at,updated_at,plataforma_id,descripcion,metadata
528,https://apartamento.mercadolibre.com.uy/MLU-673931762-venta-apartamentos-1-2-3-y-4-dormitorios-en-carrasco-bilu-riviera-_JM,"Venta Apartamentos 1, 2, 3 Y 4 Dormitorios En Carrasco - Bilú Riviera",2025-09-26 14:26:26.386727+00:00,2025-09-26 14:34:51.484162+00:00,5,,"{""url"": ""https://apartamento.mercadolibre.com.uy/MLU-673931762-venta-apartamentos-1-2-3-y-4-dormitorios-en-carrasco-bilu-riviera-_JM"", ""precio"": ""Precio no disponible"", ""titulo"": ""Venta Apartamentos 1, 2, 3 Y 4 Dormitorios En Carrasco - Bilú Riviera"", ""coincide"": true}"
553,https://apartamento.mercadolibre.com.uy/MLU-678526990-venta-apartamento-monoambiente-1-y-2-dormitorios-en-parque-batlle-o2-tower-_JM,"Venta Apartamento Monoambiente, 1 Y 2 Dormitorios En Parque Batlle - O2 Tower",2025-09-26 14:26:26.691590+00:00,2025-09-26 14:34:51.501861+00:00,5,,"{""url"": ""https://apartamento.mercadolibre.com.uy/MLU-678526990-venta-apartamento-monoambiente-1-y-2-dormitorios-en-parque-batlle-o2-tower-_JM"", ""precio"": ""Precio no disponible"", ""titulo"": ""Venta Apartamento Monoambiente, 1 Y 2 Dormitorios En Parque Batlle - O2 Tower"", ""coincide"": true}"
533,https://apartamento.mercadolibre.com.uy/MLU-680506662-torres-del-este-torre-ii-_JM,Torres Del Este - Torre Ii,2025-09-26 14:26:26.461850+00:00,2025-09-26 14:34:51.553987+00:00,5,,"{""url"": ""https://apartamento.mercadolibre.com.uy/MLU-680506662-torres-del-este-torre-ii-_JM"", ""precio"": ""Precio no disponible"", ""titulo"": ""Torres Del Este - Torre Ii"", ""coincide"": true}"
536,https://apartamento.mercadolibre.com.uy/MLU-691615762-torres-mundra-apartamentos-monoambientes-1-y-2-dormitorios-en-cordon-_JM,"Torres Mundra Apartamentos Monoambientes, 1 Y 2 Dormitorios En Cordón",2025-09-26 14:26:26.505791+00:00,2025-09-26 14:34:51.598604+00:00,5,,"{""url"": ""https://apartamento.mercadolibre.com.uy/MLU-691615762-torres-mundra-apartamentos-monoambientes-1-y-2-dormitorios-en-cordon-_JM"", ""precio"": ""Precio no disponible"", ""titulo"": ""Torres Mundra Apartamentos Monoambientes, 1 Y 2 Dormitorios En Cordón"", ""coincide"": true}"
529,https://apartamento.mercadolibre.com.uy/MLU-698247590-apartamentos-en-pozo-a-4-cuadras-de-la-rambla-_JM,Apartamentos En Pozo A 4 Cuadras De La Rambla,2025-09-26 14:26:26.401026+00:00,2025-09-26 14:34:51.618414+00:00,5,,"{""url"": ""https://apartamento.mercadolibre.com.uy/MLU-698247590-apartamentos-en-pozo-a-4-cuadras-de-la-rambla-_JM"", ""precio"": ""Precio no disponible"", ""titulo"": ""Apartamentos En Pozo A 4 Cuadras De La Rambla"", ""coincide"": true}"
547,https://apartamento.mercadolibre.com.uy/MLU-703185732-be-live-buceo-_JM,Be Live Buceo,2025-09-26 14:26:26.635766+00:00,2025-09-26 14:34:51.635715+00:00,5,,"{""url"": ""https://apartamento.mercadolibre.com.uy/MLU-703185732-be-live-buceo-_JM"", ""precio"": ""Precio no disponible"", ""titulo"": ""Be Live Buceo"", ""coincide"": true}"
550,https://apartamento.mercadolibre.com.uy/MLU-706167448-postal-carmelo-carmelo-_JM,Postal Carmelo - Carmelo,2025-09-26 14:26:26.661892+00:00,2025-09-26 14:34:51.643786+00:00,5,,"{""url"": ""https://apartamento.mercadolibre.com.uy/MLU-706167448-postal-carmelo-carmelo-_JM"", ""precio"": ""Precio no disponible"", ""titulo"": ""Postal Carmelo - Carmelo"", ""coincide"": true}"
541,https://apartamento.mercadolibre.com.uy/MLU-706170484-yes-plaza-varela-_JM,Yes! Plaza Varela,2025-09-26 14:26:26.564816+00:00,2025-09-26 14:34:51.643786+00:00,5,,"{""url"": ""https://apartamento.mercadolibre.com.uy/MLU-706170484-yes-plaza-varela-_JM"", ""precio"": ""Precio no disponible"", ""titulo"": ""Yes! Plaza Varela"", ""coincide"": true}"
544,https://apartamento.mercadolibre.com.uy/MLU-709087790-oda-punta-carretas-_JM,Oda Punta Carretas,2025-09-26 14:26:26.604207+00:00,2025-09-26 14:34:51.675071+00:00,5,,"{""url"": ""https://apartamento.mercadolibre.com.uy/MLU-709087790-oda-punta-carretas-_JM"", ""precio"": ""Precio no disponible"", ""titulo"": ""Oda Punta Carretas"", ""coincide"": true}"
539,https://apartamento.mercadolibre.com.uy/MLU-723530970-view-brava-_JM,View Brava,2025-09-26 14:26:26.538635+00:00,2025-09-26 14:34:51.690698+00:00,5,,"{""url"": ""https://apartamento.mercadolibre.com.uy/MLU-723530970-view-brava-_JM"", ""precio"": ""Precio no disponible"", ""titulo"": ""View Brava"", ""coincide"": true}"
