id,url,titulo,created_at,updated_at,plataforma_id,descripcion,metadata
30,https://apartamento.mercadolibre.com.uy/MLU-753430228-cordon-venta-apartamento-1-dormitorio-amenities-_JM,Cordon Venta Apartamento 1 Dormitorio Amenities,2025-09-03 12:32:59.883381+00:00,2025-09-03 12:33:03.830735+00:00,1,,"{""url"": ""https://apartamento.mercadolibre.com.uy/MLU-753430228-cordon-venta-apartamento-1-dormitorio-amenities-_JM"", ""precio"": ""153000 US$"", ""titulo"": ""Cordon Venta Apartamento 1 Dormitorio Amenities""}"
31,https://example.com/prop71517017,Propiedad de ejemplo #1,2025-09-03 12:53:13.061730+00:00,2025-09-03 12:53:13.061730+00:00,1,Descripción de ejemplo,"{""moneda"": ""USD"", ""precio"": 100000, ""ambientes"": 3}"
32,https://example.com/prop81f1d54a,Propiedad de ejemplo #2,2025-09-03 12:53:13.077355+00:00,2025-09-03 12:53:13.077355+00:00,1,Descripción de ejemplo,"{""moneda"": ""USD"", ""precio"": 101000, ""ambientes"": 4}"
33,https://example.com/prop5027675a,Propiedad de ejemplo #3,2025-09-03 12:53:13.077355+00:00,2025-09-03 12:53:13.077355+00:00,1,Descripción de ejemplo,"{""moneda"": ""USD"", ""precio"": 102000, ""ambientes"": 5}"
34,https://example.com/prop2da5ae3e,Propiedad de ejemplo #4,2025-09-03 12:53:13.077355+00:00,2025-09-03 12:53:13.077355+00:00,1,Descripción de ejemplo,"{""moneda"": ""USD"", ""precio"": 103000, ""ambientes"": 6}"
35,https://example.com/prop0c32cb63,Propiedad de ejemplo #5,2025-09-03 12:53:13.077355+00:00,2025-09-03 12:53:13.077355+00:00,1,Descripción de ejemplo,"{""moneda"": ""USD"", ""precio"": 104000, ""ambientes"": 7}"
36,https://apartamento.mercadolibre.com.uy/MLU-718522312-apartamento-en-venta-de-3-dormitorios-en-barrio-parques-unico-_JM,"Apartamento En Venta De 3 Dormitorios En Barrio Parques, Unico",2025-09-03 12:57:54.276777+00:00,2025-09-03 13:00:03.115509+00:00,1,,"{""url"": ""https://apartamento.mercadolibre.com.uy/MLU-718522312-apartamento-en-venta-de-3-dormitorios-en-barrio-parques-unico-_JM"", ""precio"": ""908000 US$"", ""titulo"": ""Apartamento En Venta De 3 Dormitorios En Barrio Parques, Unico""}"
29,https://apartamento.mercadolibre.com.uy/MLU-735850958-apartamentos-en-venta-met-tech-constituyente-y-magallanes-diciembre-2025-_JM,"Apartamentos En Venta Met Tech, Constituyente Y Magallanes, Diciembre 2025",2025-09-03 12:32:57.252162+00:00,2025-09-03 14:12:39.685734+00:00,1,,"{""url"": ""https://apartamento.mercadolibre.com.uy/MLU-735850958-apartamentos-en-venta-met-tech-constituyente-y-magallanes-diciembre-2025-_JM"", ""precio"": ""Precio no disponible"", ""titulo"": ""Apartamentos En Venta Met Tech, Constituyente Y Magallanes, Diciembre 2025""}"
40,https://apartamento.mercadolibre.com.uy/MLU-773255710-venta-o-alquiler-de-apartamento-3-dormitorios-en-barrio-parques-_JM,Venta O Alquiler De Apartamento 3 Dormitorios En Barrio Parques,2025-09-03 12:58:07.678181+00:00,2025-09-03 13:00:03.093852+00:00,1,,"{""url"": ""https://apartamento.mercadolibre.com.uy/MLU-773255710-venta-o-alquiler-de-apartamento-3-dormitorios-en-barrio-parques-_JM"", ""precio"": ""595000 US$"", ""titulo"": ""Venta O Alquiler De Apartamento 3 Dormitorios En Barrio Parques""}"
39,https://casa.mercadolibre.com.uy/MLU-826919604-casa-carrasco-sur-a-estrenar-_JM,Casa Carrasco Sur - A Estrenar,2025-09-03 12:58:04.786835+00:00,2025-09-03 13:00:03.099867+00:00,1,,"{""url"": ""https://casa.mercadolibre.com.uy/MLU-826919604-casa-carrasco-sur-a-estrenar-_JM"", ""precio"": ""590000 US$"", ""titulo"": ""Casa Carrasco Sur - A Estrenar""}"
38,https://apartamento.mercadolibre.com.uy/MLU-651249175-venta-de-duplex-3-dormitorios-en-la-rambla-de-carrasco-bilu-riviera-_JM,Venta De Dúplex 3 Dormitorios En La Rambla De Carrasco  Bilu Riviera,2025-09-03 12:58:00.542328+00:00,2025-09-03 13:00:03.099867+00:00,1,,"{""url"": ""https://apartamento.mercadolibre.com.uy/MLU-651249175-venta-de-duplex-3-dormitorios-en-la-rambla-de-carrasco-bilu-riviera-_JM"", ""precio"": ""1835000 US$"", ""titulo"": ""Venta De Dúplex 3 Dormitorios En La Rambla De Carrasco  Bilu Riviera""}"
