id,url,titulo,created_at,updated_at,plataforma_id,descripcion,metadata
354,https://apartamento.mercadolibre.com.uy/MLU-706193904-venta-de-apartamento-de-3-dormitorios-en-carrasco-brits-ref-srs-10224-_JM,"Venta De Apartamento De 3 Dormitorios En Carrasco, Brits (ref: Srs-10224)",2025-09-16 11:03:35.461679+00:00,2025-09-16 11:03:35.461679+00:00,1,"Venta de Apartamento en Carrasco, MontevideoUbicado en Carrasco Norte, en una de las áreas más verdes y exclusivas de Montevideo. Un lugar de fácil acceso y con gran conectividad para trasladarse rápidamente hasta cualquier punto de la ciudad, la zona también se destaca por su cercanía con algunos de los colegios más prestigiosos de todo el país, el centro de Carrasco, la vitalidad que le imprime Portones Shopping y la gran oferta comercial, recreativa y de servicios que se despliega sobre la avenida Italia, a solo 600 metros de Brits.Implantado en un terreno de más de 6000 m2, Brits es un proyecto arquitectónico de excelencia, diseñado en plena sintonía con su entorno y alrededor de un vibrante jardín, pensado para articular y canalizar la vida social de todo el complejo.Con solo cinco pisos de altura y envolventes en las que prima la calidez de la madera, que se alterna rítmicamente con los cristales de ventanales, balcones y terrazas, los siete bloques que conforman el emprendimiento generan un conjunto sin estridencias, de escala humana, a la vez sobrio y atractivo.Brits cuenta con cinco tipologías que van de los 57 a los 255 metros cuadrados y pueden responder a las necesidades de familias de todo tipo: grandes o pequeñas; tradicionales, ensambladas o monoparentales; en formación o ya establecidas. Los residentes hallarán en Brits un ámbito apacible, seguro y con excelentes opciones de esparcimiento para disfrutar de su tiempo.Esta unidad se ubica en la torre E. Siendo un penthouses ofrece un amplio living comedor con salida a terraza principal. Amplia terraza, con parillero. Un baño social. Cocina integrada, con amplia mesada y salida a terraza secundaria. 3 Dormitorios con placar, el principal en suite, con salida a terraza privada y vestidor. Dos baños.AMENITIES:- Piscina exterior- Piscina interior- Gimnasio- Sala de yoga y pilates- Sauna húmedo- Sauna seco- Barbacoa + Espacio Gourmet- Rooftops con parrilleros- Sala de juegos- Cowork + Business CenterGastos de ocupación: 4% Nota Legal: La información contenida en esta publicación ha sido proporcionada por el cliente. Sures Real Estate no se responsabiliza por cualquier cambio o diferencia que pueda existir en los datos suministrados. Honorarios de intermediación para compraventas: 3% + IVA, para alquileres: 1 mes de alquiler + IVA.   XINTEL(SRS-SRS-10224)","{""banos_max"": 2, ""banos_min"": 2, ""condicion"": """", ""antiguedad"": 0, ""url_imagen"": ""https://http2.mlstatic.com/D_NQ_NP_721206-MLU84701602254_052025-O.webp"", ""es_amoblado"": false, ""cocheras_max"": 0, ""cocheras_min"": 0, ""precio_valor"": 688000, ""tiene_jardin"": true, ""precio_moneda"": ""US$"", ""tiene_piscina"": true, ""tiene_terraza"": true, ""tipo_inmueble"": ""N/A"", ""admite_mascotas"": false, ""dormitorios_max"": 3, ""dormitorios_min"": 3, ""caracteristicas_dict"": {""patio"": ""No"", ""sauna"": ""No"", ""azotea"": ""No"", ""baños"": ""2"", ""cocina"": ""Sí"", ""cowork"": ""No"", ""living"": ""Sí"", ""balcón"": ""No"", ""bodegas"": ""0"", ""comedor"": ""Sí"", ""estudio"": ""No"", ""jacuzzi"": ""No"", ""jardín"": ""Sí"", ""piscina"": ""Sí"", ""terraza"": ""Sí"", ""amoblado"": ""No"", ""ascensor"": ""Sí"", ""chimenea"": ""No"", ""cocheras"": ""0"", ""gimnasio"": ""Sí"", ""heladera"": ""No"", ""placards"": ""Sí"", ""vestidor"": ""No"", ""ambientes"": ""4"", ""depósitos"": ""0"", ""parrillero"": ""Sí"", ""recepción"": ""No"", ""antigüedad"": ""0 años"", ""desayunador"": ""No"", ""dormitorios"": ""3"", ""gas natural"": ""No"", ""baño social"": ""No"", ""calefacción"": ""Sí"", ""con lavadero"": ""No"", ""disposición"": ""Frente"", ""orientación"": ""Norte"", ""uso comercial"": ""No"", ""área de cine"": ""No"", ""área privada"": ""123 m²"", ""agua corriente"": ""No"", ""admite mascotas"": ""No"", ""cancha de tenis"": ""No"", ""con área verde"": ""No"", ""cancha de paddle"": ""No"", ""cuarto de juegos"": ""No"", ""superficie total"": ""256 m²"", ""acceso a internet"": ""No"", ""cantidad de pisos"": ""5"", ""con energia solar"": ""No"", ""salón de fiestas"": ""No"", ""aire acondicionado"": ""Sí"", ""con barrio cerrado"": ""No"", ""grupo electrógeno"": ""No"", ""línea telefónica"": ""No"", ""dormitorio en suite"": ""Sí"", ""tipo de departamento"": ""Departamento"", ""área de lavandería"": ""No"", ""apartamentos por piso"": ""2"", ""cancha de básquetbol"": ""No"", ""con cancha de fútbol"": ""No"", ""superficie de balcón"": ""89 m²"", ""dormitorio de servicio"": ""No"", ""caldera a gas/ eléctrica"": ""No"", ""salón de usos múltiples"": ""No"", ""canchas de usos múltiples"": ""No"", ""rampa para silla de ruedas"": ""No"", ""área de juegos infantiles"": ""No"", ""estacionamiento para visitas"": ""No"", ""número de piso de la unidad"": ""5"", ""con conexión para lavarropas"": ""No"", ""circuito de cámaras de seguridad"": ""Sí""}, ""superficie_total_max"": 256, ""superficie_total_min"": 256, ""caracteristicas_texto"": ""Superficie total: 256 m²\nÁrea privada: 123 m²\nSuperficie de balcón: 89 m²\nAmbientes: 4\nDormitorios: 3\nBaños: 2\nCocheras: 0\nBodegas: 0\nCantidad de pisos: 5\nApartamentos por piso: 2\nNúmero de piso de la unidad: 5\nTipo de departamento: Departamento\nDisposición: Frente\nOrientación: Norte\nAntigüedad: 0 años\nCon barrio cerrado: No\nCon conexión para lavarropas: No\nCircuito de cámaras de seguridad: Sí\nJacuzzi: No\nPlacards: Sí\nDesayunador: No\nBaño social: No\nTerraza: Sí\nComedor: Sí\nVestidor: No\nEstudio: No\nLiving: Sí\nPatio: No\nDormitorio en suite: Sí\nBalcón: No\nJardín: Sí\nCocina: Sí\nDormitorio de servicio: No\nCuarto de juegos: No\nCon lavadero: No\nParrillero: Sí\nPiscina: Sí\nRampa para silla de ruedas: No\nChimenea: No\nCon área verde: No\nCancha de básquetbol: No\nCancha de paddle: No\nCanchas de usos múltiples: No\nSauna: No\nHeladera: No\nCon cancha de fútbol: No\nCowork: No\nAcceso a internet: No\nGimnasio: Sí\nSalón de usos múltiples: No\nAscensor: Sí\nEstacionamiento para visitas: No\nCancha de tenis: No\nÁrea de lavandería: No\nSalón de fiestas: No\nÁrea de juegos infantiles: No\nÁrea de cine: No\nAzotea: No\nAgua corriente: No\nLínea telefónica: No\nGas natural: No\nCaldera a gas/ eléctrica: No\nAire acondicionado: Sí\nCalefacción: Sí\nGrupo electrógeno: No\nCon energia solar: No\nAdmite mascotas: No\nAmoblado: No\nUso comercial: No\nRecepción: No\nDepósitos: 0"", ""superficie_cubierta_max"": 123, ""superficie_cubierta_min"": 123}"
348,https://apartamento.mercadolibre.com.uy/MLU-706167822-venta-de-apartamento-de-3-dormitorios-en-carrasco-brits-ref-srs-10214-_JM,"Venta De Apartamento De 3 Dormitorios En Carrasco, Brits (ref: Srs-10214)",2025-09-16 11:03:28.188678+00:00,2025-09-16 11:03:39.591446+00:00,1,"Venta de Apartamento en Carrasco, MontevideoUbicado en Carrasco Norte, en una de las áreas más verdes y exclusivas de Montevideo. Un lugar de fácil acceso y con gran conectividad para trasladarse rápidamente hasta cualquier punto de la ciudad, la zona también se destaca por su cercanía con algunos de los colegios más prestigiosos de todo el país, el centro de Carrasco, la vitalidad que le imprime Portones Shopping y la gran oferta comercial, recreativa y de servicios que se despliega sobre la avenida Italia, a solo 600 metros de Brits.Implantado en un terreno de más de 6000 m2, Brits es un proyecto arquitectónico de excelencia, diseñado en plena sintonía con su entorno y alrededor de un vibrante jardín, pensado para articular y canalizar la vida social de todo el complejo.Con solo cinco pisos de altura y envolventes en las que prima la calidez de la madera, que se alterna rítmicamente con los cristales de ventanales, balcones y terrazas, los siete bloques que conforman el emprendimiento generan un conjunto sin estridencias, de escala humana, a la vez sobrio y atractivo.Brits cuenta con cinco tipologías que van de los 57 a los 255 metros cuadrados y pueden responder a las necesidades de familias de todo tipo: grandes o pequeñas; tradicionales, ensambladas o monoparentales; en formación o ya establecidas. Los residentes hallarán en Brits un ámbito apacible, seguro y con excelentes opciones de esparcimiento para disfrutar de su tiempo.Esta unidad se ubica en la torre D. Siendo un penthouses ofrece un amplio living comedor con salida a terraza principal. Amplia terraza, con parillero. Un baño social. Cocina integrada, con amplia mesada y salida a terraza secundaria. 3 Dormitorios con placar, el principal en suite, con salida a terraza privada y vestidor. Dos baños.AMENITIES:- Piscina exterior- Piscina interior- Gimnasio- Sala de yoga y pilates- Sauna húmedo- Sauna seco- Barbacoa + Espacio Gourmet- Rooftops con parrilleros- Sala de juegos- Cowork + Business CenterGastos de ocupación: 4% Nota Legal: La información contenida en esta publicación ha sido proporcionada por el cliente. Sures Real Estate no se responsabiliza por cualquier cambio o diferencia que pueda existir en los datos suministrados. Honorarios de intermediación para compraventas: 3% + IVA, para alquileres: 1 mes de alquiler + IVA.   XINTEL(SRS-SRS-10214)","{""url"": ""https://apartamento.mercadolibre.com.uy/MLU-706167822-venta-de-apartamento-de-3-dormitorios-en-carrasco-brits-ref-srs-10214-_JM"", ""precio"": ""677100 US$"", ""titulo"": ""Venta De Apartamento De 3 Dormitorios En Carrasco, Brits (ref: Srs-10214)"", ""coincide"": false}"
349,https://apartamento.mercadolibre.com.uy/MLU-728443568-venta-de-apartamento-de-3-dormitorios-en-carrasco-brits-ref-srs-10203-_JM,"Venta De Apartamento De 3 Dormitorios En Carrasco, Brits (ref: Srs-10203)",2025-09-16 11:03:29.275453+00:00,2025-09-16 11:03:39.607068+00:00,1,"Venta de Apartamento en Carrasco, MontevideoUbicado en Carrasco Norte, en una de las áreas más verdes y exclusivas de Montevideo. Un lugar de fácil acceso y con gran conectividad para trasladarse rápidamente hasta cualquier punto de la ciudad, la zona también se destaca por su cercanía con algunos de los colegios más prestigiosos de todo el país, el centro de Carrasco, la vitalidad que le imprime Portones Shopping y la gran oferta comercial, recreativa y de servicios que se despliega sobre la avenida Italia, a solo 600 metros de Brits.Implantado en un terreno de más de 6000 m2, Brits es un proyecto arquitectónico de excelencia, diseñado en plena sintonía con su entorno y alrededor de un vibrante jardín, pensado para articular y canalizar la vida social de todo el complejo.Con solo cinco pisos de altura y envolventes en las que prima la calidez de la madera, que se alterna rítmicamente con los cristales de ventanales, balcones y terrazas, los siete bloques que conforman el emprendimiento generan un conjunto sin estridencias, de escala humana, a la vez sobrio y atractivo.Brits cuenta con cinco tipologías que van de los 57 a los 255 metros cuadrados y pueden responder a las necesidades de familias de todo tipo: grandes o pequeñas; tradicionales, ensambladas o monoparentales; en formación o ya establecidas. Los residentes hallarán en Brits un ámbito apacible, seguro y con excelentes opciones de esparcimiento para disfrutar de su tiempo.Esta unidad se ubica en la torre C. Siendo un penthouses ofrece un amplio living comedor con salida a terraza principal. Amplia terraza, con parillero. Un baño social. Cocina integrada, con amplia mesada y salida a terraza secundaria. 3 Dormitorios con placar, el principal en suite, con salida a terraza privada y vestidor. Dos baños.AMENITIES:- Piscina exterior- Piscina interior- Gimnasio- Sala de yoga y pilates- Sauna húmedo- Sauna seco- Barbacoa + Espacio Gourmet- Rooftops con parrilleros- Sala de juegos- Cowork + Business CenterGastos de ocupación: 4% Nota Legal: La información contenida en esta publicación ha sido proporcionada por el cliente. Sures Real Estate no se responsabiliza por cualquier cambio o diferencia que pueda existir en los datos suministrados. Honorarios de intermediación para compraventas: 3% + IVA, para alquileres: 1 mes de alquiler + IVA.   XINTEL(SRS-SRS-10203)","{""url"": ""https://apartamento.mercadolibre.com.uy/MLU-728443568-venta-de-apartamento-de-3-dormitorios-en-carrasco-brits-ref-srs-10203-_JM"", ""precio"": ""677100 US$"", ""titulo"": ""Venta De Apartamento De 3 Dormitorios En Carrasco, Brits (ref: Srs-10203)"", ""coincide"": false}"
351,https://apartamento.mercadolibre.com.uy/MLU-727147082-duplex-de-3-dormitorios-en-carrasco-boating-en-construccion-id-6084-_JM,Dúplex De 3 Dormitorios En Carrasco Boating En Construcción Id 6084,2025-09-16 11:03:31.407669+00:00,2025-09-16 11:04:31.526556+00:00,1,"Entrega Inmediata en Carrasco BoatingEste proyecto nace a orillas del Lago Calcagno en dos terrenos 37.659 m2, ubicado a minutos del centro de Carrasco, es el entorno ideal, para un estilo de vida diferente, lejos del ruido pero cerca de todo.Combina perfectamente la naturaleza con el confort y todas las comodidades imaginables: parque exclusivo de 9000m2, amenities premium con piscina interior y exterior, gym, barbacoas, salas de reuniones, entre otros, y 8 hectáreas de lago que son el lugar ideal para los deportes acuáticos, paseos en kayak o simplemente para disfrutar sus vistas, ya sea en un paseo por sus orillas o desde los apartamentos con panorámicas 360.Apartamentos con terminaciones y materiales de excelente calidad, ambientes funcionales y luminosos donde los más mínimos detalles están contemplados para que el resultado final sea realmente superior.- Pavimentos de porcelanato e ingeniería, importados.- Calefacción por losa radiante individual regulable por ambiente.- Ventanales con Doble Vidrio Hermético (DVH) y aberturas de Aluminio de gran calidad.- En baños: mesadas de Silestone, grifería Hansgrohe, mampara.- Cocinas: placares importados, mesadas de Dekton, grifería Hansgrohe.- Campana, anafe vitrocerámico y horno empotrado Ariston.- Cómodos garajes con baulera.AMENITIES:- Salones gourmet- 4 barbacoas- Salón de fiestas- Piscina interior climatizada- Piscina exterior- Sauna- Vestuarios- Solarium- Playa privada- Kayaks y tablas de Stand Up Paddle- Parque exclusivo de 9000m2- Sendero aeróbico exterior- Aparatos al aire libre- Gimnasio en Club House con vistas al lago- Sala de aparatos con equipos de última generación- Business center- Área Cowork- Sala de Reuniones- Juegos para niños al aire libre- Playroom- Estacionamiento para visitantes- Vigilancia y seguridad las 24 horas.- Cerraduras electrónicas.Todo el complejo cuenta con seguridad las 24 horas, con circuito cerrado de cámaras, control de acceso y monitoreo, que se complementan con las cerraduras magnéticas en los diferentes espacios y en los apartamentos.Unidad Duplex de 4 dormitorios Piso 17: USD 1.168.100Cocheras simples disponibles: USD 31.800 no incluidas en el precioFORMA DE PAGO (U$S)10% al momento de suscribir el Boleto de Reserva90% a los 30 días con la suscripción de la compraventaFORMA DE PAGO con FINANCIACIÓN DIRECTA (U$S)10% al momento de suscribir el Boleto de Reserva40% a los 30 días con la suscripción de la promesa50% financiado hasta 60 cuotas (UI o U$S, interés anual: 7%)- Honorarios Inmobiliarios: 3% + IVA del Precio Total al suscribir la incorporación al Fideicomiso- Gastos de ocupación: 6% del Precio Definitivo que se abonará al ocuparDesarrollan: Gómez Platero, Kimelman Moraes, Estudio Luis E. Lecueder, IRSA.Agendá una visita para conocer tu nuevo hogar a orillas del Lago!ID 6084","{""url"": ""https://apartamento.mercadolibre.com.uy/MLU-727147082-duplex-de-3-dormitorios-en-carrasco-boating-en-construccion-id-6084-_JM"", ""precio"": ""Precio no disponible"", ""titulo"": ""Dúplex De 3 Dormitorios En Carrasco Boating En Construcción Id 6084"", ""coincide"": true}"
352,https://apartamento.mercadolibre.com.uy/MLU-706576382-venta-de-apartamento-de-3-dormitorios-en-carrasco-brits-ref-srs-10216-_JM,"Venta De Apartamento De 3 Dormitorios En Carrasco, Brits (ref: Srs-10216)",2025-09-16 11:03:32.709804+00:00,2025-09-16 11:03:39.638319+00:00,1,"Venta de Apartamento en Carrasco, MontevideoUbicado en Carrasco Norte, en una de las áreas más verdes y exclusivas de Montevideo. Un lugar de fácil acceso y con gran conectividad para trasladarse rápidamente hasta cualquier punto de la ciudad, la zona también se destaca por su cercanía con algunos de los colegios más prestigiosos de todo el país, el centro de Carrasco, la vitalidad que le imprime Portones Shopping y la gran oferta comercial, recreativa y de servicios que se despliega sobre la avenida Italia, a solo 600 metros de Brits.Implantado en un terreno de más de 6000 m2, Brits es un proyecto arquitectónico de excelencia, diseñado en plena sintonía con su entorno y alrededor de un vibrante jardín, pensado para articular y canalizar la vida social de todo el complejo.Con solo cinco pisos de altura y envolventes en las que prima la calidez de la madera, que se alterna rítmicamente con los cristales de ventanales, balcones y terrazas, los siete bloques que conforman el emprendimiento generan un conjunto sin estridencias, de escala humana, a la vez sobrio y atractivo.Brits cuenta con cinco tipologías que van de los 57 a los 255 metros cuadrados y pueden responder a las necesidades de familias de todo tipo: grandes o pequeñas; tradicionales, ensambladas o monoparentales; en formación o ya establecidas. Los residentes hallarán en Brits un ámbito apacible, seguro y con excelentes opciones de esparcimiento para disfrutar de su tiempo.Esta unidad se ubica en la torre E. Ofrece un amplio living comedor con salida a terraza principal y jardín privado. Un baño social. Cocina integrada, con amplia mesada y salida a terraza secundaria. 3 Dormitorios con placar, el principal en suite con vestidor. Dos baños.AMENITIES:- Piscina exterior- Piscina interior- Gimnasio- Sala de yoga y pilates- Sauna húmedo- Sauna seco- Barbacoa + Espacio Gourmet- Rooftops con parrilleros- Sala de juegos- Cowork + Business CenterGastos de ocupación: 4% Nota Legal: La información contenida en esta publicación ha sido proporcionada por el cliente. Sures Real Estate no se responsabiliza por cualquier cambio o diferencia que pueda existir en los datos suministrados. Honorarios de intermediación para compraventas: 3% + IVA, para alquileres: 1 mes de alquiler + IVA.   XINTEL(SRS-SRS-10216)","{""url"": ""https://apartamento.mercadolibre.com.uy/MLU-706576382-venta-de-apartamento-de-3-dormitorios-en-carrasco-brits-ref-srs-10216-_JM"", ""precio"": ""535000 US$"", ""titulo"": ""Venta De Apartamento De 3 Dormitorios En Carrasco, Brits (ref: Srs-10216)"", ""coincide"": false}"
350,https://apartamento.mercadolibre.com.uy/MLU-773255710-venta-o-alquiler-de-apartamento-3-dormitorios-en-barrio-parques-_JM,Venta O Alquiler De Apartamento 3 Dormitorios En Barrio Parques,2025-09-16 11:03:30.242323+00:00,2025-09-16 11:04:31.504308+00:00,1,"PENTHOUSE EN VENTA O ALQUILER 3 DORMITORIOS, TERRAZA CON PARRILLERO Y 2 COCHERASAlquiler (equipado): U$S 5.000 mensualesDisfrutá de vivir en un exclusivo penthouse que combina comodidad, estilo y una gran terraza ideal para reuniones al aire libre.Características de la unidad:Cocina integrada con barra desayunadoraAmplio living comedor con excelente iluminación natural3 dormitorios con placares empotrados (principal en suite con vestidor)2 baños completos + 1 toiletteGran terraza privada de 120 m2 con parrillero propio2 cocheras incluidasCondiciones:Gastos de ocupación: 3,5%Comisión inmobiliaria: 3% + IVAUna propiedad única, ideal para quienes buscan espacio, confort y una excelente ubicación.Consultanos para coordinar una visitaINMOBILIARIA GOLF Afiliados a Cámara Inmobiliaria Uruguaya","{""url"": ""https://apartamento.mercadolibre.com.uy/MLU-773255710-venta-o-alquiler-de-apartamento-3-dormitorios-en-barrio-parques-_JM"", ""precio"": ""Precio no disponible"", ""titulo"": ""Venta O Alquiler De Apartamento 3 Dormitorios En Barrio Parques"", ""coincide"": true}"
353,https://apartamento.mercadolibre.com.uy/MLU-740318450-venta-de-apartamento-en-barrio-privado-de-2-dormitorios-_JM,Venta De Apartamento En Barrio Privado De 2 Dormitorios,2025-09-16 11:03:33.677537+00:00,2025-09-16 11:04:31.541888+00:00,1,"Venta de Apartamento úNICO en Barrio Privado.Moderno y único Apartamento a estrenar ubicado en el Barrio Zen Pueblo Jardín, a metros de San Nicolás.Edificio con terminaciones de calidad emplazado en un entorno arbolado con mucho aire libre y excelente conectividad, además próximo a todos los servicios.Unidad en piso 4, con: - Exclusiva terraza de 156m2 con Parrillero- Living comedor - 3 Dormitorios - Vestidor doble en Dormitorio principal - 2 Baños completos (1 en suite)- Toilette - Cómoda cocina con amplia barraCaracterísticas:- Pisos y revestimiento de baños en porcelanato- Aberturas de aluminio con vidrio DHV (alta prestación)- Calefacción por losa radiante y aires acondicionados- Cortinas de enrollar en los dormitorios- Puertas interiores de placa pintadas- Cocina en melamínico- Placares empotrados en melamínico- Lavadero- BoxesAmenities:- Piscina- Sala co-work- Gimnasio- Salón de usos múltiples- Lavadero de uso común- Seguridad en todo el predio.Contactanos hoy mismo para coordinar una visita o recibir más información!Te esperamos en Ciudad Inmobiliaria.","{""url"": ""https://apartamento.mercadolibre.com.uy/MLU-740318450-venta-de-apartamento-en-barrio-privado-de-2-dormitorios-_JM"", ""precio"": ""Precio no disponible"", ""titulo"": ""Venta De Apartamento En Barrio Privado De 2 Dormitorios"", ""coincide"": true}"
356,https://casa.mercadolibre.com.uy/MLU-723611264-casa-en-carmelo-medanos-de-punta-gorda-con-piscina-y-a-metros-de-la-playa-_JM,Casa En Carmelo - Médanos De Punta Gorda -  Con Piscina Y A Metros De La Playa,2025-09-16 16:04:39.165712+00:00,2025-09-16 16:05:53.283302+00:00,1,"Casa en 2 plantas. Excelente localizacion. En esquina. Living/Comedor. 3 dormitorio(s), 1 suite con vest., 1 con vest., 1 con placard. Cocina Con comedor diario 1 dependencia(s). Garage para 2 autos. Jardín. Piscina. A estrenar. Muy buen entorno. Impecable. Seguridad.Espectacular residencia ubicada a metros del Hotel Boutique Casa Chic, sobre barraca lo cualpermite obtener una vista panorámica del fraccionamiento, la playa y como marco el Río de la Plata con el recorte de la costa Argentina al fondo.Médanos de Punta Gorda un verdadero paraiso natural ubicado entre Carmelo y el mítico poblado pesquero de Punta Gordaen, a la altura del KM. 1 del Río de la Plata está a sólo 12 minutos en avión desde la ciudad de Buenos Aires y a una hora y media en lancha cruzando el Delta se encuentra .Con una geografía quebrada llena de lomadas y pendientes, bosques de pinos y playas de arenas blancas, con una imponente vista al delta y su inmensidad desde una altura que permite vislumbrar Bs. As. a lo lejos, rodeado de naturaleza salvaje, lagunas, viñedos y olivares.Diseñado sobre un campo natural sobre el Río de la Plata, el master plan incluye lotes para viviendas y espacios comunes que respetan el paisaje quebrado del lugar.Neta inspiración de la Toscana mediterránea para su construcción, blancas arenas, dorados atardeceres, rodeados de viñedos y olivares.El plan es integrar toda la zona carmelitana para Bon Vivants y amantes de la naturaleza, el placer, la tranquilidad y la parsimonia uruguaya.El Club de Campo Médanos de Punta Gorda, con el hotel Casa Chic, unifica la naturaleza de la ribera uruguaya con todas las comodidades posibles en armonía con el medio ambiente, que garantizan la conservación de la flora y la fauna a largo plazo.El boutique Hotel Casa Chic se encuentra dentro del Club de Campo Médanos de Punta Gorda. Con una imponente vista al Río de la Plata esta ubicado en un bellisimo lugar que unifica la naturaleza de la Ribera uruguaya con sofisticadas comodidades. Cuenta con 20 habitaciones, dos exclusivos restaurantes, spa, pileta y actividades deportivas y recreativas, que aseguran la tranquilidad y el relax de un auténtico hotel de campo.A pocos metros se levanta una antigua bodega remodelada, con técnicas y tecnología de última generación que se unen a tradiciones vitivinícolas, como las barricas de roble francés tostado, equipos de la firma italiana Della Toffola y el suelo único de la costa uruguaya, comparada por muchos expertos con la legendaria Bordeaux de Francia, con un resultado único para los vinos producidos en la zona de Punta Gorda.Menús de carácter mediterráneo, combinando diseño, aromas, texturas y deliciosos sabores, acompañados por vinos de la casa o una vasta selección de las mejores bodegas de Uruguay y Argentina.La variedad de flora y fauna es sorprendente en Médanos de Punta Gorda creando un puro ecosistema con aves: garzas, cuervillo de cañada, chajá, cigueñas, patos, teros, sietevestidos y en el monte, benteveos y zorzales, Zorros perros, tucu-tucus, propios del lugar y un placer para el avistaje y la fotografía. Imperdibles las Mariposas como la Blepharocalix y la Celtis Tala, fauna autóctonas de Médanos de Punta Gorda. Se organizan cabalgatas para recorrer este paraíso natural.Amenities-200 lotes de 1500 a 5000 m2.-Lotes con vista al río.-Lotes con vista a lagunas naturales.-Playas de arenas blancas.-Deportes naúticos.-Bird watching.-Cabalgatas.-Locales comerciales.-Bosques y lagunas con flora y fauna característica del lugar.-Seguridad las 24 horas.","{""url"": ""https://casa.mercadolibre.com.uy/MLU-723611264-casa-en-carmelo-medanos-de-punta-gorda-con-piscina-y-a-metros-de-la-playa-_JM"", ""precio"": ""950000 US$"", ""titulo"": ""Casa En Carmelo - Médanos De Punta Gorda -  Con Piscina Y A Metros De La Playa"", ""coincide"": true}"
434,https://apartamento.mercadolibre.com.uy/MLU-863192330-alquiler-apartamento-2-dormitorios-terrazas-rambla-de-buceo-_JM,Alquiler Apartamento 2 Dormitorios + Terrazas - Rambla De Buceo,2025-09-17 14:38:01.178019+00:00,2025-09-17 14:38:01.950810+00:00,1,,"{""url"": ""https://apartamento.mercadolibre.com.uy/MLU-863192330-alquiler-apartamento-2-dormitorios-terrazas-rambla-de-buceo-_JM"", ""precio"": ""Precio no disponible"", ""titulo"": ""Alquiler Apartamento 2 Dormitorios + Terrazas - Rambla De Buceo""}"
432,https://apartamento.mercadolibre.com.uy/MLU-724887800-alquiler-de-invierno-2-dormitorios-en-suite-casino-tower-todos-los-amenities-_JM,Alquiler De Invierno 2 Dormitorios En Suite - Casino Tower - Todos Los Amenities,2025-09-17 14:38:01.142279+00:00,2025-09-17 14:38:01.969881+00:00,1,,"{""url"": ""https://apartamento.mercadolibre.com.uy/MLU-724887800-alquiler-de-invierno-2-dormitorios-en-suite-casino-tower-todos-los-amenities-_JM"", ""precio"": ""Precio no disponible"", ""titulo"": ""Alquiler De Invierno 2 Dormitorios En Suite - Casino Tower - Todos Los Amenities""}"
